|||25/06/21 08:28:12
|100||25/06/21 09:53:43
|100||25/06/21 10:10:56
|200||25/06/21 18:16:37
|200||25/06/21 18:17:23
|100||27/06/21 12:00:17
|100||28/06/21 02:10:34
|200||28/06/21 08:55:43
|200||28/06/21 14:52:57
|100||28/06/21 19:06:09
|100||29/06/21 11:55:42
|||03/07/21 16:27:03
|||03/07/21 16:27:05
|||03/07/21 16:27:05
|||03/07/21 16:27:06
|||03/07/21 16:27:27
|||03/07/21 16:27:28
|||03/07/21 16:27:42
|||03/07/21 16:27:43
|||03/07/21 16:29:35
|||03/07/21 16:29:36
|||03/07/21 16:29:36
|||03/07/21 16:29:37
|||03/07/21 16:29:52
|||03/07/21 16:29:53
|||03/07/21 16:29:53
|||03/07/21 16:29:53
|||03/07/21 16:29:54
|100||03/07/21 16:31:27
|||03/07/21 16:35:07
|100||03/07/21 16:37:43
|||03/07/21 16:47:33
|100||03/07/21 16:54:56
|100||03/07/21 16:55:12
|100||03/07/21 16:55:19
|100||03/07/21 16:55:24
|100||03/07/21 16:55:34
|100||03/07/21 16:55:45
|100||03/07/21 16:55:56
|100||03/07/21 16:56:07
|100||03/07/21 16:56:14
|100||03/07/21 16:56:18
|100||03/07/21 16:56:24
|100||03/07/21 19:20:53
|200||03/07/21 20:35:30
|200||03/07/21 20:35:31
|100||03/07/21 20:35:48
|200||03/07/21 20:36:14
|100||03/07/21 20:36:21
|100||03/07/21 20:36:31
|100||03/07/21 20:36:41
|100||03/07/21 20:36:47
|100||03/07/21 20:37:42
|100||03/07/21 20:37:48
|100||03/07/21 20:38:32
|100||04/07/21 13:29:41
|100||04/07/21 14:32:16
|100||04/07/21 15:19:38
|200||04/07/21 21:36:02
|100||04/07/21 21:45:58
|100||05/07/21 15:29:52
|100||05/07/21 15:31:11
|100||05/07/21 15:31:27
|100||05/07/21 15:31:30
|100||05/07/21 15:31:44
|100||05/07/21 18:36:49
|200||06/07/21 13:01:22
|100||06/07/21 14:33:32
|100||06/07/21 14:34:31
|200||06/07/21 14:36:39
|200||06/07/21 14:43:01
|200||06/07/21 15:21:01
|200||06/07/21 15:22:26
|200||06/07/21 15:29:07
|200||06/07/21 15:30:10
|100||06/07/21 15:34:15
|100||06/07/21 15:41:52
|200||06/07/21 15:57:07
|200||06/07/21 16:06:26
|200||06/07/21 16:38:09
|200||06/07/21 18:16:16
|200||06/07/21 20:16:02
|200||07/07/21 06:50:53
|200||07/07/21 07:09:27
|200||07/07/21 07:09:38
|200||07/07/21 07:36:35
|200||07/07/21 08:16:19
|100||07/07/21 09:07:13
|100||07/07/21 09:47:58
|100||07/07/21 09:48:02
|100||07/07/21 10:20:50
|100||07/07/21 10:25:30
|200||07/07/21 11:44:10
|100||08/07/21 14:50:41
|100||08/07/21 14:57:43
|100||08/07/21 15:03:03
|100||08/07/21 15:03:55
|100||08/07/21 16:13:25
|100||08/07/21 16:18:46
|200||08/07/21 16:24:17
|100||08/07/21 16:39:23
|200||08/07/21 17:16:25
|200||08/07/21 17:55:40
|200||08/07/21 18:29:17
|100||08/07/21 18:49:05
|100||08/07/21 18:54:01
|200||08/07/21 18:58:30
|200||08/07/21 20:00:44
|200||08/07/21 20:14:37
|200||08/07/21 20:46:57
|200||08/07/21 20:49:34
|100||08/07/21 21:49:12
|100||08/07/21 22:31:38
|200||09/07/21 07:44:47
|200||09/07/21 08:12:41
|100||09/07/21 08:21:56
|200||09/07/21 08:37:06
|200||09/07/21 09:37:29
|200||09/07/21 10:31:59
|200||09/07/21 11:15:51
|100||09/07/21 11:18:10
|200||09/07/21 11:18:43
|200||09/07/21 12:14:12
|100||09/07/21 14:03:14
|200||09/07/21 14:44:35
|200||09/07/21 14:46:15
|200||09/07/21 18:36:21
|200||09/07/21 18:37:36
|200||09/07/21 20:40:08
|200||09/07/21 21:01:35
|200||09/07/21 22:15:23
|200||09/07/21 22:18:20
|100||10/07/21 00:03:58
|100||10/07/21 08:55:46
|200||10/07/21 09:49:07
|200||10/07/21 10:48:05
|100||10/07/21 10:48:52
|100||10/07/21 11:17:09
|200||10/07/21 11:54:02
|200||10/07/21 14:46:00
|100||10/07/21 14:52:03
|200||10/07/21 18:24:31
|200||10/07/21 18:38:29
|200||10/07/21 19:27:09
|200||10/07/21 19:44:44
|100||11/07/21 06:18:11
|200||11/07/21 06:24:05
|200||11/07/21 09:36:34
|200||11/07/21 09:39:52
|200||11/07/21 10:11:33
|200||11/07/21 15:45:08
|100||11/07/21 16:24:54
|100||11/07/21 18:37:18
|100||11/07/21 19:54:30
|200||11/07/21 20:06:10
|200||12/07/21 13:14:20
|200||12/07/21 13:16:04
|200||12/07/21 16:20:07
|200||12/07/21 17:13:03
|200||12/07/21 21:03:18
|200||13/07/21 12:59:07
|200||13/07/21 14:14:29
|200||13/07/21 16:40:38
|100||13/07/21 18:36:42
|200||13/07/21 18:50:04
|200||13/07/21 19:18:17
|100||14/07/21 10:04:38
|200||15/07/21 05:15:52
|100||16/07/21 17:20:43
|100||16/07/21 17:23:57
|200||16/07/21 17:30:29
|100||16/07/21 18:20:33
|||17/07/21 17:10:26
|||17/07/21 17:10:28
|||17/07/21 17:10:31
|100||17/07/21 17:11:22
|100||17/07/21 17:11:23
|100||17/07/21 17:11:26
|100||17/07/21 17:11:36
|||17/07/21 17:12:01
|100||17/07/21 17:12:15
|100||17/07/21 17:38:16
|100||17/07/21 17:38:16
|100||17/07/21 17:38:17
|100||17/07/21 17:38:18
|100||17/07/21 17:39:38
|100||17/07/21 17:45:56
|100||17/07/21 17:47:40
|100||18/07/21 07:54:08
|||18/07/21 07:55:13
|100||18/07/21 07:55:18
|100||18/07/21 17:05:56
|100||18/07/21 17:06:37
|100||19/07/21 11:29:07
